Date,Location,Country,Sea Level Rise
53:27.9,Lake Seantown,Armenia,1.259625494906122
03:11.2,Leslieshire,Andorra,2.299684827282717
12:54.4,Jenniferview,Peru,-1.355954921
22:37.7,Swansonshire,Sri Lanka,-0.732371204
32:21.0,Stokesburgh,Antarctica (the territory South of 60 deg S),0.49150144078281666
42:04.2,Elizabethfort,Cocos (Keeling) Islands,0.9066502488583096
51:47.5,East Ashley,Mexico,1.9450307630473076
01:30.7,Lake Susan,Trinidad and Tobago,-1.24603849
11:14.0,Lake Brianview,Marshall Islands,-0.717536741
20:57.2,Amystad,Saint Pierre and Miquelon,-2.074851606
30:40.5,New Jessica,China,-0.513872933
40:23.8,Amyhaven,Isle of Man,1.084833486901007
50:07.0,Lake Christineside,South Georgia and the South Sandwich Islands,-1.741134712
59:50.3,Paulmouth,Namibia,-0.850526878
09:33.5,Olsonville,El Salvador,0.9487338158548703
19:16.8,West Angela,Mozambique,-1.007261925
29:00.1,Potterfort,Turkmenistan,0.620403331
38:43.3,New Kellyfort,Turkmenistan,-0.475462033
48:26.6,Port Austinfort,Ethiopia,-0.975432688
58:09.8,Reneehaven,Guinea-Bissau,1.291702906280682
07:53.1,Ritaburgh,Saint Barthelemy,0.084065833
17:36.3,Lake Rileytown,Montserrat,0.6190741239073648
27:19.6,Zavalaside,Oman,1.3767214785096489
37:02.9,Lake Thomashaven,France,-0.073940836
46:46.1,Port Diane,Equatorial Guinea,0.2514476187155945
56:29.4,Lake Briantown,Bouvet Island (Bouvetoya),0.45578288810907785
06:12.6,East Ericatown,Jamaica,-0.503198228
15:55.9,North Jason,Somalia,0.6930310494704544
25:39.2,Pereztown,Grenada,-0.021697174
35:22.4,West Michelle,Latvia,1.2808853153712128
45:05.7,New Yolanda,France,0.845656753
54:48.9,Caseyview,Ghana,-0.291467138
04:32.2,Donaldhaven,Algeria,0.3422989667087226
14:15.4,Deborahstad,Saudi Arabia,-0.322847707
23:58.7,New Jessicaland,Taiwan,0.862157146
33:42.0,Port Elizabethstad,Sierra Leone,1.2436739346944645
43:25.2,New Caitlynbury,Indonesia,1.109150263495556
53:08.5,New Zacharystad,Suriname,-0.743623446
02:51.7,New Kevin,Saint Pierre and Miquelon,-1.956783391
12:35.0,Lake Christineview,French Guiana,0.3629421788413228
22:18.3,Lanebury,Montserrat,-0.616658668
32:01.5,Lake Raymond,Isle of Man,-0.972334792
41:44.8,East Cynthia,French Guiana,0.025863762096027382
51:28.0,North Alicialand,Swaziland,-1.305838623
01:11.3,Bonnietown,Micronesia,1.5179851631554218
10:54.5,Wernerborough,Kyrgyz Republic,-0.151570276
20:37.8,North Staceytown,United Arab Emirates,0.21449759868892496
30:21.1,West Justinton,Swaziland,-0.313333595
40:04.3,Brettmouth,Congo,0.006553588
49:47.6,Lake Amandaland,Kuwait,0.14219366984427267
59:30.8,West Brian,Bosnia and Herzegovina,0.5897315010062167
09:14.1,Port Aliciatown,Micronesia,0.19033962829040804
18:57.4,East Stephanie,Hong Kong,-0.546614217
28:40.6,Sharonfort,Kiribati,-1.264934906
38:23.9,North Cynthiashire,Cambodia,0.41966975005416357
48:07.1,Laurenfort,Syrian Arab Republic,-0.573233446
57:50.4,East Nicolemouth,Greece,-0.872198116
07:33.6,East Gary,Seychelles,0.48089501639545706
17:16.9,Coffeyton,Zambia,-0.599064622
27:00.2,Christianbury,North Macedonia,-1.433779959
36:43.4,Sotoview,Venezuela,0.091377072
46:26.7,Holtside,Equatorial Guinea,0.10498108565620053
56:09.9,New Sherrytown,Yemen,-1.013724677
05:53.2,New Jennifer,Panama,0.6477117515065118
15:36.5,Fischerbury,France,0.038496079
25:19.7,Annmouth,Kuwait,-0.15110515
35:03.0,Danielshire,Sao Tome and Principe,0.1660901241192179
44:46.2,Lake Leslie,Guadeloupe,1.3036856644011274
54:29.5,Tiffanyborough,Belize,-0.798590843
04:12.7,South Tom,Holy See (Vatican City State),-0.702680302
13:56.0,Graystad,Rwanda,0.8177465174711892
23:39.3,East Timothyfort,Turks and Caicos Islands,0.6705087489505076
33:22.5,Wrightland,Congo,0.1976929742267714
43:05.8,Tinaview,Tonga,-0.682442594
52:49.0,Jonestown,Qatar,-1.188690097
02:32.3,Port Leah,Bhutan,1.1811378347522898
12:15.6,Port Alexandraview,Myanmar,1.1670147492613314
21:58.8,Conleymouth,Bouvet Island (Bouvetoya),0.395842337
31:42.1,South Joel,New Zealand,0.00142364
41:25.3,New Christopherburgh,Antigua and Barbuda,-0.41241322
51:08.6,Ellisfort,Romania,0.9157041599694088
00:51.8,Wilsonmouth,Burkina Faso,-0.232133448
10:35.1,West Christina,Austria,2.1032569278722644
20:18.4,Jessicaburgh,United States Minor Outlying Islands,-0.182137985
30:01.6,South Beckyville,Gabon,0.000957441
39:44.9,East Rickyberg,Haiti,-2.392901819
49:28.1,Robinview,Nicaragua,0.5857078193026414
59:11.4,Johnsonmouth,Palau,-0.894179606
08:54.7,Stevenland,Norfolk Island,-2.502086893
18:37.9,Cookstad,San Marino,0.9729213043679147
28:21.2,East Juan,Bermuda,-0.530340757
38:04.4,East Debraville,Spain,0.6705037295692405
47:47.7,Port Jennifer,Jordan,-0.597113838
57:30.9,Port Josestad,Burkina Faso,1.0090832398907588
07:14.2,Jonesmouth,Greenland,2.0536861789464966
16:57.5,Goodfort,Sao Tome and Principe,-0.274477946
26:40.7,Warnermouth,Barbados,-0.410320245
36:24.0,Lake Arthurhaven,Qatar,0.4533119929043477
46:07.2,North Kimberlytown,Ireland,-0.783863576
55:50.5,Boltonhaven,Slovakia (Slovak Republic),0.36818352126476495
05:33.8,West Anthonyton,Samoa,1.6218888551477137
15:17.0,Andersonfort,Jamaica,0.025325322
25:00.3,North Robertbury,Maldives,0.6271367944018131
34:43.5,East Codyland,Hong Kong,0.9116893548597118
44:26.8,South Tamara,Vanuatu,0.077345926
54:10.0,Johnsonburgh,Georgia,-0.842761329
03:53.3,Johnberg,Czech Republic,-0.007424538
13:36.6,North Brianview,Korea,-0.872032776
23:19.8,Jeffshire,Tonga,-2.020467016
33:03.1,Theresafurt,Netherlands,-1.527839471
42:46.3,Padillaborough,Philippines,0.22094049870566557
52:29.6,New Lauraborough,Chad,1.2152614349437514
02:12.9,Holmesport,Ukraine,-0.686505143
11:56.1,Thomasport,Sri Lanka,0.3744309915295741
21:39.4,Harrisshire,Malta,-1.253351916
31:22.6,Nicholasbury,Saudi Arabia,-1.809644208
41:05.9,West Natalie,Belgium,0.48522908113098745
50:49.1,Tinaburgh,Romania,0.692137459
00:32.4,Shellyberg,Tanzania,-1.456303364
10:15.7,Josephfort,Heard Island and McDonald Islands,-0.30704255
19:58.9,South Anneview,Svalbard & Jan Mayen Islands,-0.597930581
29:42.2,South Sandra,Benin,0.9545122391195928
39:25.4,Port Lindsey,Congo,-0.434096116
49:08.7,Ariasbury,Azerbaijan,-0.157019173
58:52.0,New Chelsea,Thailand,0.5008355686599935
08:35.2,Lake Tracy,New Zealand,0.36094469887786856
18:18.5,Daniellemouth,Czech Republic,-0.210793713
28:01.7,Laneville,Thailand,1.2452404547600464
37:45.0,Careyhaven,Finland,-0.653091486
47:28.2,West Eric,Reunion,-0.783248382
57:11.5,Samuelside,Nauru,-1.245596692
06:54.8,New Sherry,Tunisia,0.093054183
16:38.0,Bartonland,Switzerland,-1.237515111
26:21.3,Beasleyville,Norway,0.7259874549085558
36:04.5,Lewismouth,British Virgin Islands,0.4206790757271524
45:47.8,Whitneyside,Slovakia (Slovak Republic),0.5529000970701893
55:31.1,Derrickland,Germany,0.8058222508297845
05:14.3,Vegaville,Latvia,0.5898142231173354
14:57.6,Port David,Guam,-0.413826516
24:40.8,Port Kim,Turkey,0.19937103237398932
34:24.1,Crystaltown,Norway,2.3626871329251133
44:07.3,Portermouth,Antarctica (the territory South of 60 deg S),0.2731705062371272
53:50.6,New Matthew,Uganda,0.40354881327061776
03:33.9,Ryanside,Morocco,0.47860310315253674
13:17.1,North Christina,Bouvet Island (Bouvetoya),-0.651657883
23:00.4,Amyshire,Guinea,0.4399136871803209
32:43.6,New Sara,Montenegro,0.8809447955862814
42:26.9,South Loriton,Zimbabwe,-0.157862276
52:10.2,Morsetown,Japan,-0.737916994
01:53.4,Williamsonborough,Nauru,-0.028703744
11:36.7,North Rodney,Sudan,-0.913452381
21:19.9,Lake Katherine,Isle of Man,-1.018960076
31:03.2,New Brenda,Niger,1.456052790153348
40:46.4,Mileschester,Egypt,0.6748073998687927
50:29.7,East Brandiberg,Cape Verde,0.9170787272147776
00:13.0,Holmesshire,Brazil,-0.764394158
09:56.2,Johnshire,Cote d'Ivoire,-0.578805557
19:39.5,Port Robertchester,Sudan,0.21117502964834162
29:22.7,South Aprilborough,Hungary,0.28953586335398146
39:06.0,Nicholasmouth,Greenland,0.3579375372068691
48:49.3,Port Dwayne,Russian Federation,-0.105886644
58:32.5,Port Jeanetteside,Kyrgyz Republic,-0.559919642
08:15.8,Romeromouth,Bulgaria,0.9526726429711966
17:59.0,South Tiffany,Mayotte,0.9844107899383684
27:42.3,Amyfort,Haiti,0.706344948
37:25.5,North Markhaven,Sweden,-0.628412922
47:08.8,Rothville,Bulgaria,-1.096143207
56:52.1,Brianmouth,Mauritania,0.003288528
06:35.3,Hatfieldland,Kyrgyz Republic,-0.191171263
16:18.6,West Michaelmouth,Switzerland,0.8978127442436207
26:01.8,Cummingsside,Svalbard & Jan Mayen Islands,1.2638866413946568
35:45.1,Williamport,Bermuda,-0.292425535
45:28.4,Vangview,Monaco,0.6403510853090043
55:11.6,North Christieport,Ethiopia,1.0908807661426136
04:54.9,Phillipland,Heard Island and McDonald Islands,-0.580275573
14:38.1,Saraland,Peru,0.9794051048374598
24:21.4,West Erik,Belarus,1.9922539482517885
34:04.6,North Noahland,South Georgia and the South Sandwich Islands,-0.467848701
43:47.9,Jamesland,Armenia,0.9305888381849715
53:31.2,Lake Barbaramouth,Bulgaria,0.1340193815139282
03:14.4,Barreraland,Armenia,0.39583791961639436
12:57.7,East Alexander,Gibraltar,0.033124392351526664
22:40.9,South Lisafort,Tajikistan,1.5241126668716742
32:24.2,East Justinville,Namibia,2.087831151
42:07.5,Lake Jeffery,Mayotte,0.43702109
51:50.7,Juliefort,Chad,-1.107336587
01:34.0,North Lindaberg,Mauritius,0.30015387995401327
11:17.2,Calebstad,Turks and Caicos Islands,-0.07467976
21:00.5,Williambury,Papua New Guinea,0.33450930033337495
30:43.7,West Patriciaberg,Benin,-0.729604658
40:27.0,East Crystalchester,Equatorial Guinea,0.18415360992509405
50:10.3,New Davidton,Singapore,0.7128994536108698
59:53.5,Harrisonmouth,Mauritius,0.8980932554908441
09:36.8,Lake Leefurt,Togo,-0.834639354
19:20.0,Herreraberg,Afghanistan,0.40941245180175967
29:03.3,Deannaberg,Togo,1.1222196132287365
38:46.6,Port Ritaport,Puerto Rico,-1.610196169
48:29.8,East Johnport,Gabon,-0.322655163
58:13.1,Dennisfurt,Uruguay,-0.583336351
07:56.3,Port Timothyburgh,Solomon Islands,0.12131962886068662
17:39.6,South Katherinefurt,Zimbabwe,-1.184992497
27:22.8,Brockville,Moldova,0.8028459309112518
37:06.1,Rachelburgh,Liberia,1.4277290477588906
46:49.4,Smithport,Guadeloupe,1.2343975770085682
56:32.6,Jasonbury,Cape Verde,-0.859702996
06:15.9,Collinschester,Bangladesh,-0.911853225
15:59.1,East Paul,Paraguay,0.3872003155125926
25:42.4,West Jasonville,Suriname,1.351713316529039
35:25.7,Heathermouth,Antigua and Barbuda,-0.341888027
45:08.9,Port Lisastad,Dominican Republic,-0.742268281
54:52.2,North Shane,Hungary,-0.401788413
04:35.4,New Nicholas,Malaysia,0.4198348409453594
14:18.7,Heatherchester,Gibraltar,-1.985299432
24:01.9,South Natalie,Russian Federation,0.6566662643574559
33:45.2,New Ginaton,Djibouti,-0.627262672
43:28.5,North Monica,Ireland,2.556168827071359
53:11.7,Sandersshire,Trinidad and Tobago,-2.532178261
02:55.0,New Cameronfurt,Netherlands,0.9745330416091894
12:38.2,West Jessicaland,Cocos (Keeling) Islands,1.0432556767449481
22:21.5,Lake Derek,Cuba,0.21146324674101571
32:04.8,West James,Kyrgyz Republic,0.5639792356525641
41:48.0,Colemanmouth,Mongolia,-1.017672146
51:31.3,Port Mikeland,Swaziland,-0.580940501
01:14.5,North Aliciahaven,Kuwait,0.47839220436637214
10:57.8,Johnburgh,Brazil,-0.127150757
20:41.0,Matthewfort,Cambodia,-1.674537034
30:24.3,Pierceborough,Sierra Leone,0.8778460651817778
40:07.6,Lake Monica,Russian Federation,-0.053678366
49:50.8,South Raymond,Guyana,-0.288445208
59:34.1,East Lawrence,Congo,-1.631717384
09:17.3,North Roberta,Switzerland,-1.174483113
19:00.6,Jonesstad,Azerbaijan,1.324599572
28:43.9,Hayesside,Brunei Darussalam,-0.276079053
38:27.1,Andrewburgh,Morocco,0.1424229868276243
48:10.4,Shanemouth,Palau,1.1417630423251393
57:53.6,Wallfurt,Ghana,-1.709162529
07:36.9,Charlesside,Afghanistan,-1.909797825
17:20.1,West Williamland,Bouvet Island (Bouvetoya),0.47876744030752966
27:03.4,Port Stanleystad,Netherlands Antilles,-0.54694962
36:46.7,Lake James,Mongolia,1.552360263273742
46:29.9,East Debra,North Macedonia,-2.13732034
56:13.2,Torreston,Aruba,0.8559300994233788
05:56.4,Johnfurt,Saint Pierre and Miquelon,-0.290458982
15:39.7,Lake Ronaldchester,Barbados,-0.546669463
25:23.0,Jonesland,Reunion,1.0083452497754737
35:06.2,Morrisonview,El Salvador,0.918292862
44:49.5,Zacharytown,Sao Tome and Principe,-1.114881546
54:32.7,Jamesville,Denmark,-0.51576726
04:16.0,Lake Peterberg,Guyana,0.7986101113361928
13:59.2,Lake Donnaside,Fiji,0.7371438527534787
23:42.5,Sarahburgh,Myanmar,0.3044724353213918
33:25.8,Port Kayla,Mongolia,0.8139766601695787
43:09.0,Payneberg,Netherlands,0.3130139227785727
52:52.3,West Timothy,Uruguay,0.7293556247131693
02:35.5,Port Emilyfurt,Saint Barthelemy,-0.176332384
12:18.8,Fullerfort,Mali,-1.547001353
22:02.1,East Dennis,Finland,1.8816941789446302
31:45.3,East Amy,Kiribati,0.6137713233897703
41:28.6,South Erik,Germany,-1.955276584
51:11.8,East Gregory,Denmark,0.7485084315286199
00:55.1,Waltermouth,Kyrgyz Republic,-0.02899044
10:38.3,Lake Brittany,Colombia,1.3285129257312873
20:21.6,North David,Estonia,1.2319935425802733
30:04.9,Sydneyfurt,Uganda,0.8524845547891639
39:48.1,West Laurie,Germany,0.6858834445699703
49:31.4,West Nancy,Swaziland,0.224264884
59:14.6,New Michelleshire,Jamaica,-0.562005149
08:57.9,Lake Garrettmouth,Hungary,0.016125211227448845
18:41.2,Kathrynmouth,New Zealand,0.22607443
28:24.4,Kristinemouth,Bermuda,0.052813859
38:07.7,East Timothybury,Western Sahara,0.10072683237466366
47:50.9,Josephburgh,Tonga,-1.095119154
57:34.2,Marystad,Botswana,0.5946841686203264
07:17.4,Kathleenstad,Mali,-0.41498994
17:00.7,Lake Stevenport,Cayman Islands,-0.545603368
26:44.0,Port Richardburgh,Bosnia and Herzegovina,-0.170831507
36:27.2,Buckburgh,Mayotte,-0.737547755
46:10.5,Leeberg,Colombia,2.483875762384651
55:53.7,Kennethland,El Salvador,0.9607507524280771
05:37.0,Kathleenview,French Guiana,0.7978599890303973
15:20.3,East Conniemouth,Guadeloupe,0.6980336560968857
25:03.5,Martinezbury,Serbia,1.1737007814980238
34:46.8,Maldonadobury,Western Sahara,0.25057878919717563
44:30.0,West Jacob,Falkland Islands (Malvinas),2.3703196227153485
54:13.3,New Joshua,United States Virgin Islands,-0.312526748
03:56.5,South Jeffrey,Gambia,-0.832440401
13:39.8,Erinbury,Israel,-0.16871271
23:23.1,West Jessicaport,Wallis and Futuna,0.48532986192339705
33:06.3,East Samantha,Martinique,0.6641873998608218
42:49.6,East Sarahview,Latvia,-0.558693084
52:32.8,East Anthony,Bolivia,-0.354112895
02:16.1,New Vickie,Tuvalu,0.9313156218952049
11:59.4,East Angelaville,Saint Kitts and Nevis,0.1492056817774879
21:42.6,Valerieberg,Iran,-1.345178488
31:25.9,Sabrinastad,Comoros,2.215174074
41:09.1,Lake Patriciaton,Albania,-0.320015191
50:52.4,Knightside,Brunei Darussalam,1.0280709797687209
00:35.6,South Matthewport,Grenada,0.7585687824678031
10:18.9,West Reneeborough,Syrian Arab Republic,-0.095951874
20:02.2,West Matthewshire,San Marino,0.14204539371027028
29:45.4,Lake Johnbury,Faroe Islands,-0.790169248
39:28.7,South Kellyside,Tajikistan,-1.150893639
49:11.9,Latoyaville,Cambodia,0.3371734674192467
58:55.2,Mitchellchester,Turkmenistan,-0.377700348
08:38.5,Lake Davidburgh,Bolivia,-1.110043579
18:21.7,Williamsside,Mongolia,1.3482691022265396
28:05.0,Riosberg,Indonesia,-2.179529169
37:48.2,East Douglasmouth,Solomon Islands,-1.131208708
47:31.5,Josephport,Singapore,0.063135007
57:14.7,South Dennis,Turkey,1.057913233221797
06:58.0,Lake Kenneth,Gambia,0.493942128
16:41.3,North Bonnieborough,Tonga,-1.344978551
26:24.5,Smithfort,Haiti,0.31069714622821626
36:07.8,Port Laura,Philippines,2.234523504758861
45:51.0,North Elizabeth,Israel,-0.810838612
55:34.3,Wongmouth,Somalia,0.7914124272381362
05:17.6,Christinebury,Netherlands,-0.880775507
15:00.8,Brandonborough,Grenada,1.5272513489262036
24:44.1,North Scottborough,El Salvador,0.5629375341220347
34:27.3,Diazmouth,Northern Mariana Islands,0.6055957441706795
44:10.6,North Amber,Bahamas,0.7721931425495819
53:53.8,Lake Ronald,Congo,0.024003460482737708
03:37.1,Lake Kelly,Congo,-0.369906046
13:20.4,Campbellshire,Georgia,-0.224672128
23:03.6,West Angelaburgh,Dominican Republic,-0.59530438
32:46.9,Thomasland,Algeria,-1.672320187
42:30.1,Port Carlosshire,Gambia,-0.663208807
52:13.4,Port Michaelside,Somalia,0.4605468789393348
01:56.7,Blackwellberg,Puerto Rico,0.41863815831317347
11:39.9,Joneshaven,Uzbekistan,0.16750383212363956
21:23.2,Timothyland,Morocco,2.3319188294669915
31:06.4,Robbinsmouth,Sudan,1.2640713501385914
40:49.7,North Jacqueline,Gabon,0.9280811847516993
50:32.9,New Jonathon,New Caledonia,1.2316952476169962
00:16.2,Ronniebury,Sao Tome and Principe,1.289369897693859
09:59.5,Haydenside,Singapore,0.8519104617757729
19:42.7,Lake Tony,South Africa,-0.28561548
29:26.0,Ericville,Turkey,1.7957010566815672
39:09.2,South Chelseaberg,Japan,-0.580733044
48:52.5,South Louiston,Switzerland,-1.263428901
58:35.8,East Michelleshire,Jersey,0.3849253824216147
08:19.0,Hernandezview,Belize,0.6279725289709934
18:02.3,Shannonton,Sweden,0.5612212702685143
27:45.5,Port Jonathanstad,Cyprus,-0.879625203
37:28.8,Lake Alexaberg,Tonga,1.0389441369724703
47:12.0,East Gregoryfort,Bahrain,-1.384740289
56:55.3,Wellstown,Costa Rica,0.36724358179313826
06:38.6,East Jaredside,Tunisia,1.4963353994538449
16:21.8,Lake Bradley,Timor-Leste,1.776376610975266
26:05.1,Gloriaview,North Macedonia,0.25736711296267994
35:48.3,Matthewland,Somalia,-0.776763495
45:31.6,South Stephenborough,Spain,-0.235204862
55:14.9,Amandatown,British Virgin Islands,-0.265854945
04:58.1,Kevinburgh,Mauritius,0.5775026383917171
14:41.4,Carlaville,Botswana,-0.235195789
24:24.6,New Troytown,Palau,-0.748548075
34:07.9,Austinstad,Mexico,0.9875223627601842
43:51.1,New Jenniferport,Niger,-1.273897367
53:34.4,East Christopher,Martinique,0.43551329938713934
03:17.7,West Stephanieville,Senegal,-0.0639745
13:00.9,South Judithtown,Ukraine,1.4704552979445082
22:44.2,Lake Amy,Poland,1.3922530961688064
32:27.4,North Tonya,Turkmenistan,-0.143492344
42:10.7,East Angela,Comoros,0.5078301251391176
51:54.0,Lake Alexandramouth,Turkmenistan,-0.155274584
01:37.2,New John,Bangladesh,0.047945139
11:20.5,Jillland,Bouvet Island (Bouvetoya),0.7994305665915128
21:03.7,Toddmouth,Bhutan,0.23648026953773393
30:47.0,Tylerfort,Cambodia,0.899605072
40:30.2,Simsfort,Norfolk Island,0.16321560181912198
50:13.5,Lake James,French Guiana,-0.013717463
59:56.8,North Ronald,United States Virgin Islands,1.396490597383941
09:40.0,East Samantha,Egypt,0.8678472079563296
19:23.3,Maryfurt,Jersey,-0.920273981
29:06.5,North Markmouth,Brazil,0.5524504220695965
38:49.8,Salazarville,French Guiana,-0.219539189
48:33.1,Marcstad,Hong Kong,0.075159467
58:16.3,Nataliehaven,Wallis and Futuna,0.8729212557589175
07:59.6,Ortizchester,Greenland,0.5569590650363392
17:42.8,Stephanieshire,Timor-Leste,1.7981288610805406
27:26.1,East Patrickmouth,Andorra,0.7320351840951271
37:09.3,Port Adam,Benin,0.5381282438294661
46:52.6,Wrightberg,Guernsey,0.37033431627599084
56:35.9,East Christina,Tunisia,-1.1349262
06:19.1,Richardton,Suriname,0.042325994593330904
16:02.4,Carolynshire,South Georgia and the South Sandwich Islands,0.4009609887475263
25:45.6,West Tracyberg,Netherlands,0.8570126323575759
35:28.9,East Leon,Faroe Islands,1.3024166983778749
45:12.2,North Susanmouth,Czech Republic,-1.743926249
54:55.4,Jenniferside,Saint Lucia,-0.892521305
04:38.7,South Sarahstad,Nigeria,0.7790708769532594
14:21.9,Parkertown,Lebanon,0.6191853693530942
24:05.2,East Jermaine,Ghana,0.6063848488709918
33:48.4,Steelefurt,Slovakia (Slovak Republic),0.6755043346019348
43:31.7,Port Randy,Pakistan,0.6308703067620425
53:15.0,Anatown,Japan,0.058554153
02:58.2,Zunigaburgh,Anguilla,0.832268477
12:41.5,Michaelstad,Vanuatu,0.2013485488612772
22:24.7,South Jeremyborough,Liberia,-0.915123845
32:08.0,Port Crystalbury,Sweden,0.4991492320224521
41:51.3,New Jasmine,Morocco,-0.278264647
51:34.5,North Daniel,Haiti,1.840959173609084
01:17.8,Shaffermouth,El Salvador,-0.854955874
11:01.0,Port James,Saint Barthelemy,0.4333101640184304
20:44.3,Lake Jared,Anguilla,0.46596090380358973
30:27.5,East Jamesfort,Nigeria,1.5349297721175115
40:10.8,South Ashleymouth,Bangladesh,-1.864654981
49:54.1,Rodgerschester,New Caledonia,-0.310225794
59:37.3,Jenniferberg,Saint Vincent and the Grenadines,0.191635354
09:20.6,East Michaelbury,Heard Island and McDonald Islands,0.2053049713229187
19:03.8,Williamsbury,Swaziland,-0.300656379
28:47.1,South Kelly,Mozambique,-1.087323789
38:30.4,Maryland,Grenada,1.113071389944464
48:13.6,Valenzuelabury,Russian Federation,-2.171447614
57:56.9,New Jennifer,Kazakhstan,-0.92153565
07:40.1,South Nicholas,Slovenia,0.6667088826970635
17:23.4,Marymouth,Ireland,-1.291512727
27:06.6,West Daryl,Rwanda,1.5776356239859504
36:49.9,Chadchester,Kiribati,-0.251328219
46:33.2,East Karla,Argentina,0.7944613132917445
56:16.4,New Terri,Belize,-0.416322008
05:59.7,Delgadoland,Guam,-0.012024116
15:42.9,East Annaland,Venezuela,0.25964019045661746
25:26.2,Port Wyatt,Paraguay,0.5813611616742224
35:09.5,Heatherside,Kazakhstan,-0.670823728
44:52.7,Hawkinsside,United States Minor Outlying Islands,-1.263623
54:36.0,South Ronald,China,-0.950730678
04:19.2,South Jeffreyton,Armenia,-0.218045858
14:02.5,West Crystal,Guinea-Bissau,-0.1975144
23:45.7,Lindaton,Angola,0.8452385397997192
33:29.0,Lake Maryland,Algeria,-0.309363474
43:12.3,Reynoldsville,Macao,-0.341750505
52:55.5,New Natashabury,Greece,1.4028148645197402
02:38.8,Rowlandborough,Cape Verde,1.8308504414069853
12:22.0,Aguilarburgh,American Samoa,-0.039937075
22:05.3,Leachbury,Tonga,0.877129301
31:48.6,Lake Dylanfort,Nepal,1.404936608547245
41:31.8,Dayside,Korea,0.41554732823163315
51:15.1,Jimshire,Belize,1.047453265703695
00:58.3,Brianafurt,Ecuador,0.1123994801447372
10:41.6,Bankschester,Mali,-2.418542537
20:24.8,Chamberstown,New Caledonia,0.5355766603431241
30:08.1,Haynestown,Venezuela,1.6498824462011905
39:51.4,North Nicole,Botswana,0.4324396584814176
49:34.6,New Juan,Trinidad and Tobago,-0.856533386
59:17.9,Larsontown,Paraguay,1.5199009525030798
09:01.1,North Scott,Seychelles,0.9126999033183216
18:44.4,Michaelchester,Gambia,-0.569794928
28:27.7,Jefferyshire,Nauru,0.2857071872721905
38:10.9,New Triciatown,Ecuador,0.3497436504653019
47:54.2,South Andrea,Argentina,-1.034276519
57:37.4,Port Jenniferside,Tunisia,-1.859784515
07:20.7,Taylorhaven,Niger,0.969966831
17:03.9,Johnport,Indonesia,-1.996331744
26:47.2,Myersmouth,Brunei Darussalam,0.40469127
36:30.5,Victoriatown,Finland,-0.265467805
46:13.7,East Thomasburgh,Afghanistan,1.8937748679238762
55:57.0,South Amyville,Bermuda,1.0716967028063666
05:40.2,West Dustin,Syrian Arab Republic,-1.047594443
15:23.5,Randyburgh,Monaco,-1.245549507
25:06.8,South Brandonport,Japan,-2.274034285
34:50.0,Stacieville,Seychelles,0.3041397214962845
44:33.3,West Aprilville,South Africa,-0.675406844
54:16.5,Christinatown,British Virgin Islands,-0.237028257
03:59.8,Port Chris,Niger,-2.036593613
13:43.0,Spencerfurt,Tajikistan,0.747389629
23:26.3,North Brookemouth,Guyana,-0.172711305
33:09.6,West Virginia,Guam,2.6150325393195972
42:52.8,North Jonathanfort,Norway,-0.809125293
52:36.1,New Nicole,Afghanistan,0.3359384030725322
02:19.3,Cabrerafurt,Paraguay,-1.048486404
12:02.6,East Tyler,Myanmar,1.8170140720189694
21:45.9,Lake Jennifer,Korea,1.3117789868423306
31:29.1,Pageton,Anguilla,-0.315256359
41:12.4,West Sherryfurt,Pitcairn Islands,1.2759899268014825
50:55.6,Greenechester,United Kingdom,-1.60293128
00:38.9,New Jenna,Gambia,-0.995161943
10:22.1,Allenstad,Heard Island and McDonald Islands,0.7027809626085002
20:05.4,West Vincent,United Arab Emirates,2.096667951
29:48.7,New Christopherberg,Poland,-1.153758467
39:31.9,East Olivia,Micronesia,-1.67287849
49:15.2,Petersonmouth,Solomon Islands,-0.383490537
58:58.4,Matthewfort,Nauru,0.2668766616961802
08:41.7,East Ryan,Bosnia and Herzegovina,-0.6715431
18:24.9,West Georgeborough,Brunei Darussalam,-0.496807898
28:08.2,South Brooke,Belgium,0.26006513716325247
37:51.5,Andrewville,Ireland,-1.153109825
47:34.7,South Melissafort,American Samoa,0.9133003803905149
57:18.0,Port Melissatown,Bahamas,1.994297100255277
07:01.2,New James,Iraq,-0.55279942
16:44.5,Kennethview,Tonga,2.180322191995014
26:27.8,Williamsfort,Anguilla,0.4278215374566877
36:11.0,Lake Jennifer,Qatar,-0.283006755
45:54.3,West Jameschester,Senegal,-0.77638701
55:37.5,South Laurashire,Guadeloupe,-2.31486343
05:20.8,Jefferyfort,Iceland,-0.140496018
15:04.0,South Jessicashire,Seychelles,-0.196831643
24:47.3,New Tanya,British Virgin Islands,0.29832301325535515
34:30.6,Rangelmouth,Rwanda,-0.648481613
44:13.8,South Aaron,United States Minor Outlying Islands,0.29943186569198676
53:57.1,Mccarthystad,Tajikistan,-0.720880943
03:40.3,Loweville,Bulgaria,-0.986372951
13:23.6,Port Brent,Denmark,-0.536241127
23:06.9,West Colleenberg,Western Sahara,0.15878661131713634
32:50.1,Barrettmouth,Cuba,-1.426753309
42:33.4,East Gregoryport,Ethiopia,0.3818758127815613
52:16.6,Johnfort,Tokelau,1.1589957876353187
01:59.9,Port Sabrinaville,Slovakia (Slovak Republic),0.5518639242900324
